,LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%),State FIPS,County FIPS
7316,CN1916300000000,19.0,163.0,"Scott County, IA",12,87662.0,82666.0,4996.0,5.7,19.0,163.0
7317,CN1916500000000,19.0,165.0,"Shelby County, IA",12,7026.0,6763.0,263.0,3.7,19.0,165.0
7318,CN1916700000000,19.0,167.0,"Sioux County, IA",12,19471.0,18802.0,669.0,3.4,19.0,167.0
7319,CN1916900000000,19.0,169.0,"Story County, IA",12,53591.0,51687.0,1904.0,3.6,19.0,169.0
7320,CN1917100000000,19.0,171.0,"Tama County, IA",12,9132.0,8587.0,545.0,6.0,19.0,171.0
7321,CN1917300000000,19.0,173.0,"Taylor County, IA",12,3159.0,3030.0,129.0,4.1,19.0,173.0
7322,CN1917500000000,19.0,175.0,"Union County, IA",12,6886.0,6539.0,347.0,5.0,19.0,175.0
7323,CN1917700000000,19.0,177.0,"Van Buren County, IA",12,3817.0,3597.0,220.0,5.8,19.0,177.0
7324,CN1917900000000,19.0,179.0,"Wapello County, IA",12,17979.0,16733.0,1246.0,6.9,19.0,179.0
7325,CN1918100000000,19.0,181.0,"Warren County, IA",12,26010.0,24775.0,1235.0,4.7,19.0,181.0
7326,CN1918300000000,19.0,183.0,"Washington County, IA",12,12209.0,11698.0,511.0,4.2,19.0,183.0
7327,CN1918500000000,19.0,185.0,"Wayne County, IA",12,2806.0,2654.0,152.0,5.4,19.0,185.0
7328,CN1918700000000,19.0,187.0,"Webster County, IA",12,19372.0,18151.0,1221.0,6.3,19.0,187.0
7329,CN1918900000000,19.0,189.0,"Winnebago County, IA",12,5141.0,4868.0,273.0,5.3,19.0,189.0
7330,CN1919100000000,19.0,191.0,"Winneshiek County, IA",12,11944.0,11396.0,548.0,4.6,19.0,191.0
7331,CN1919300000000,19.0,193.0,"Woodbury County, IA",12,54544.0,51707.0,2837.0,5.2,19.0,193.0
7332,CN1919500000000,19.0,195.0,"Worth County, IA",12,4241.0,4011.0,230.0,5.4,19.0,195.0
7333,CN1919700000000,19.0,197.0,"Wright County, IA",12,6824.0,6460.0,364.0,5.3,19.0,197.0
7334,CN2000100000000,20.0,1.0,"Allen County, KS",12,6890.0,6403.0,487.0,7.1,20.0,1.0
7335,CN2000300000000,20.0,3.0,"Anderson County, KS",12,4318.0,4039.0,279.0,6.5,20.0,3.0
7336,CN2000500000000,20.0,5.0,"Atchison County, KS",12,7866.0,7264.0,602.0,7.7,20.0,5.0
7337,CN2000700000000,20.0,7.0,"Barber County, KS",12,2743.0,2637.0,106.0,3.9,20.0,7.0
7338,CN2000900000000,20.0,9.0,"Barton County, KS",12,15028.0,14359.0,669.0,4.5,20.0,9.0
7339,CN2001100000000,20.0,11.0,"Bourbon County, KS",12,6741.0,6230.0,511.0,7.6,20.0,11.0
7340,CN2001300000000,20.0,13.0,"Brown County, KS",12,5258.0,4979.0,279.0,5.3,20.0,13.0
7341,CN2001500000000,20.0,15.0,"Butler County, KS",12,32125.0,30148.0,1977.0,6.2,20.0,15.0
7342,CN2001700000000,20.0,17.0,"Chase County, KS",12,1330.0,1261.0,69.0,5.2,20.0,17.0
7343,CN2001900000000,20.0,19.0,"Chautauqua County, KS",12,1703.0,1592.0,111.0,6.5,20.0,19.0
7344,CN2002100000000,20.0,21.0,"Cherokee County, KS",12,10613.0,9792.0,821.0,7.7,20.0,21.0
7345,CN2002300000000,20.0,23.0,"Cheyenne County, KS",12,1335.0,1288.0,47.0,3.5,20.0,23.0
7346,CN2002500000000,20.0,25.0,"Clark County, KS",12,1207.0,1165.0,42.0,3.5,20.0,25.0
7347,CN2002700000000,20.0,27.0,"Clay County, KS",12,4265.0,4047.0,218.0,5.1,20.0,27.0
7348,CN2002900000000,20.0,29.0,"Cloud County, KS",12,4592.0,4366.0,226.0,4.9,20.0,29.0
7349,CN2003100000000,20.0,31.0,"Coffey County, KS",12,4539.0,4224.0,315.0,6.9,20.0,31.0
7350,CN2003300000000,20.0,33.0,"Comanche County, KS",12,1003.0,965.0,38.0,3.8,20.0,33.0
7351,CN2003500000000,20.0,35.0,"Cowley County, KS",12,17287.0,16231.0,1056.0,6.1,20.0,35.0
7352,CN2003700000000,20.0,37.0,"Crawford County, KS",12,19363.0,18092.0,1271.0,6.6,20.0,37.0
7353,CN2003900000000,20.0,39.0,"Decatur County, KS",12,1407.0,1345.0,62.0,4.4,20.0,39.0
7354,CN2004100000000,20.0,41.0,"Dickinson County, KS",12,10103.0,9498.0,605.0,6.0,20.0,41.0
7355,CN2004300000000,20.0,43.0,"Doniphan County, KS",12,4412.0,4138.0,274.0,6.2,20.0,43.0
7356,CN2004500000000,20.0,45.0,"Douglas County, KS",12,63770.0,60530.0,3240.0,5.1,20.0,45.0
7357,CN2004700000000,20.0,47.0,"Edwards County, KS",12,1649.0,1583.0,66.0,4.0,20.0,47.0
7358,CN2004900000000,20.0,49.0,"Elk County, KS",12,1353.0,1262.0,91.0,6.7,20.0,49.0
7359,CN2005100000000,20.0,51.0,"Ellis County, KS",12,18101.0,17488.0,613.0,3.4,20.0,51.0
7360,CN2005300000000,20.0,53.0,"Ellsworth County, KS",12,3502.0,3381.0,121.0,3.5,20.0,53.0
7361,CN2005500000000,20.0,55.0,"Finney County, KS",12,20243.0,19348.0,895.0,4.4,20.0,55.0
7362,CN2005700000000,20.0,57.0,"Ford County, KS",12,18907.0,18184.0,723.0,3.8,20.0,57.0
7363,CN2005900000000,20.0,59.0,"Franklin County, KS",12,14029.0,13023.0,1006.0,7.2,20.0,59.0
7364,CN2006100000000,20.0,61.0,"Geary County, KS",12,12857.0,11754.0,1103.0,8.6,20.0,61.0
7365,CN2006300000000,20.0,63.0,"Gove County, KS",12,1520.0,1475.0,45.0,3.0,20.0,63.0
7366,CN2006500000000,20.0,65.0,"Graham County, KS",12,1391.0,1345.0,46.0,3.3,20.0,65.0
7367,CN2006700000000,20.0,67.0,"Grant County, KS",12,4005.0,3851.0,154.0,3.8,20.0,67.0
7368,CN2006900000000,20.0,69.0,"Gray County, KS",12,3578.0,3468.0,110.0,3.1,20.0,69.0
7369,CN2007100000000,20.0,71.0,"Greeley County, KS",12,888.0,861.0,27.0,3.0,20.0,71.0
7370,CN2007300000000,20.0,73.0,"Greenwood County, KS",12,3440.0,3250.0,190.0,5.5,20.0,73.0
7371,CN2007500000000,20.0,75.0,"Hamilton County, KS",12,1834.0,1785.0,49.0,2.7,20.0,75.0
7372,CN2007700000000,20.0,77.0,"Harper County, KS",12,3120.0,2986.0,134.0,4.3,20.0,77.0
7373,CN2007900000000,20.0,79.0,"Harvey County, KS",12,17322.0,16392.0,930.0,5.4,20.0,79.0
7374,CN2008100000000,20.0,81.0,"Haskell County, KS",12,2474.0,2391.0,83.0,3.4,20.0,81.0
7375,CN2008300000000,20.0,83.0,"Hodgeman County, KS",12,1116.0,1078.0,38.0,3.4,20.0,83.0
7376,CN2008500000000,20.0,85.0,"Jackson County, KS",12,7377.0,6966.0,411.0,5.6,20.0,85.0
7377,CN2008700000000,20.0,87.0,"Jefferson County, KS",12,10283.0,9667.0,616.0,6.0,20.0,87.0
7378,CN2008900000000,20.0,89.0,"Jewell County, KS",12,1455.0,1394.0,61.0,4.2,20.0,89.0
7379,CN2009100000000,20.0,91.0,"Johnson County, KS",12,311614.0,297457.0,14157.0,4.5,20.0,91.0
7380,CN2009300000000,20.0,93.0,"Kearny County, KS",12,2179.0,2094.0,85.0,3.9,20.0,93.0
7381,CN2009500000000,20.0,95.0,"Kingman County, KS",12,3784.0,3554.0,230.0,6.1,20.0,95.0
7382,CN2009700000000,20.0,97.0,"Kiowa County, KS",12,1413.0,1361.0,52.0,3.7,20.0,97.0
7383,CN2009900000000,20.0,99.0,"Labette County, KS",12,10751.0,9906.0,845.0,7.9,20.0,99.0
7384,CN2010100000000,20.0,101.0,"Lane County, KS",12,904.0,863.0,41.0,4.5,20.0,101.0
7385,CN2010300000000,20.0,103.0,"Leavenworth County, KS",12,34585.0,32397.0,2188.0,6.3,20.0,103.0
7386,CN2010500000000,20.0,105.0,"Lincoln County, KS",12,1855.0,1766.0,89.0,4.8,20.0,105.0
7387,CN2010700000000,20.0,107.0,"Linn County, KS",12,4398.0,3968.0,430.0,9.8,20.0,107.0
7388,CN2010900000000,20.0,109.0,"Logan County, KS",12,1761.0,1709.0,52.0,3.0,20.0,109.0
7389,CN2011100000000,20.0,111.0,"Lyon County, KS",12,17300.0,16306.0,994.0,5.7,20.0,111.0
7390,CN2011300000000,20.0,113.0,"McPherson County, KS",12,16728.0,16047.0,681.0,4.1,20.0,113.0
7391,CN2011500000000,20.0,115.0,"Marion County, KS",12,6372.0,6049.0,323.0,5.1,20.0,115.0
7392,CN2011700000000,20.0,117.0,"Marshall County, KS",12,6110.0,5858.0,252.0,4.1,20.0,117.0
7393,CN2011900000000,20.0,119.0,"Meade County, KS",12,2482.0,2399.0,83.0,3.3,20.0,119.0
7394,CN2012100000000,20.0,121.0,"Miami County, KS",12,16823.0,15771.0,1052.0,6.3,20.0,121.0
7395,CN2012300000000,20.0,123.0,"Mitchell County, KS",12,3886.0,3770.0,116.0,3.0,20.0,123.0
7396,CN2012500000000,20.0,125.0,"Montgomery County, KS",12,18479.0,17066.0,1413.0,7.6,20.0,125.0
7397,CN2012700000000,20.0,127.0,"Morris County, KS",12,3216.0,3022.0,194.0,6.0,20.0,127.0
7398,CN2012900000000,20.0,129.0,"Morton County, KS",12,1663.0,1602.0,61.0,3.7,20.0,129.0
7399,CN2013100000000,20.0,131.0,"Nemaha County, KS",12,6023.0,5808.0,215.0,3.6,20.0,131.0
7400,CN2013300000000,20.0,133.0,"Neosho County, KS",12,6923.0,6319.0,604.0,8.7,20.0,133.0
7401,CN2013500000000,20.0,135.0,"Ness County, KS",12,1633.0,1580.0,53.0,3.2,20.0,135.0
7402,CN2013700000000,20.0,137.0,"Norton County, KS",12,3158.0,3061.0,97.0,3.1,20.0,137.0
7403,CN2013900000000,20.0,139.0,"Osage County, KS",12,8373.0,7776.0,597.0,7.1,20.0,139.0
7404,CN2014100000000,20.0,141.0,"Osborne County, KS",12,2182.0,2089.0,93.0,4.3,20.0,141.0
7405,CN2014300000000,20.0,143.0,"Ottawa County, KS",12,3234.0,3061.0,173.0,5.3,20.0,143.0
7406,CN2014500000000,20.0,145.0,"Pawnee County, KS",12,3436.0,3297.0,139.0,4.0,20.0,145.0
7407,CN2014700000000,20.0,147.0,"Phillips County, KS",12,3025.0,2891.0,134.0,4.4,20.0,147.0
7408,CN2014900000000,20.0,149.0,"Pottawatomie County, KS",12,11632.0,11092.0,540.0,4.6,20.0,149.0
7409,CN2015100000000,20.0,151.0,"Pratt County, KS",12,5460.0,5217.0,243.0,4.5,20.0,151.0
7410,CN2015300000000,20.0,153.0,"Rawlins County, KS",12,1575.0,1533.0,42.0,2.7,20.0,153.0
7411,CN2015500000000,20.0,155.0,"Reno County, KS",12,32204.0,30467.0,1737.0,5.4,20.0,155.0
7412,CN2015700000000,20.0,157.0,"Republic County, KS",12,2623.0,2524.0,99.0,3.8,20.0,157.0
7413,CN2015900000000,20.0,159.0,"Rice County, KS",12,5427.0,5188.0,239.0,4.4,20.0,159.0
7414,CN2016100000000,20.0,161.0,"Riley County, KS",12,36406.0,34836.0,1570.0,4.3,20.0,161.0
7415,CN2016300000000,20.0,163.0,"Rooks County, KS",12,2780.0,2652.0,128.0,4.6,20.0,163.0
7416,CN2016500000000,20.0,165.0,"Rush County, KS",12,1898.0,1811.0,87.0,4.6,20.0,165.0
7417,CN2016700000000,20.0,167.0,"Russell County, KS",12,3824.0,3670.0,154.0,4.0,20.0,167.0
7418,CN2016900000000,20.0,169.0,"Saline County, KS",12,30837.0,29081.0,1756.0,5.7,20.0,169.0
7419,CN2017100000000,20.0,171.0,"Scott County, KS",12,2787.0,2703.0,84.0,3.0,20.0,171.0
7420,CN2017300000000,20.0,173.0,"Sedgwick County, KS",12,247724.0,230881.0,16843.0,6.8,20.0,173.0
7421,CN2017500000000,20.0,175.0,"Seward County, KS",12,10875.0,10433.0,442.0,4.1,20.0,175.0
7422,CN2017700000000,20.0,177.0,"Shawnee County, KS",12,92363.0,86710.0,5653.0,6.1,20.0,177.0
7423,CN2017900000000,20.0,179.0,"Sheridan County, KS",12,1553.0,1510.0,43.0,2.8,20.0,179.0
7424,CN2018100000000,20.0,181.0,"Sherman County, KS",12,3231.0,3109.0,122.0,3.8,20.0,181.0
7425,CN2018300000000,20.0,183.0,"Smith County, KS",12,2224.0,2138.0,86.0,3.9,20.0,183.0
7426,CN2018500000000,20.0,185.0,"Stafford County, KS",12,2228.0,2125.0,103.0,4.6,20.0,185.0
7427,CN2018700000000,20.0,187.0,"Stanton County, KS",12,1053.0,1016.0,37.0,3.5,20.0,187.0
7428,CN2018900000000,20.0,189.0,"Stevens County, KS",12,2899.0,2798.0,101.0,3.5,20.0,189.0
7429,CN2019100000000,20.0,191.0,"Sumner County, KS",12,11345.0,10630.0,715.0,6.3,20.0,191.0
7430,CN2019300000000,20.0,193.0,"Thomas County, KS",12,4562.0,4406.0,156.0,3.4,20.0,193.0
7431,CN2019500000000,20.0,195.0,"Trego County, KS",12,1516.0,1452.0,64.0,4.2,20.0,195.0
7432,CN2019700000000,20.0,197.0,"Wabaunsee County, KS",12,3803.0,3599.0,204.0,5.4,20.0,197.0
7433,CN2019900000000,20.0,199.0,"Wallace County, KS",12,875.0,839.0,36.0,4.1,20.0,199.0
7434,CN2020100000000,20.0,201.0,"Washington County, KS",12,3262.0,3128.0,134.0,4.1,20.0,201.0
7435,CN2020300000000,20.0,203.0,"Wichita County, KS",12,1337.0,1268.0,69.0,5.2,20.0,203.0
7436,CN2020500000000,20.0,205.0,"Wilson County, KS",12,4203.0,3790.0,413.0,9.8,20.0,205.0
7437,CN2020700000000,20.0,207.0,"Woodson County, KS",12,1652.0,1550.0,102.0,6.2,20.0,207.0
7438,CN2020900000000,20.0,209.0,"Wyandotte County, KS",12,74644.0,68434.0,6210.0,8.3,20.0,209.0
7439,CN2100100000000,21.0,1.0,"Adair County, KY",12,7842.0,7094.0,748.0,9.5,21.0,1.0
7440,CN2100300000000,21.0,3.0,"Allen County, KY",12,9043.0,8316.0,727.0,8.0,21.0,3.0
7441,CN2100500000000,21.0,5.0,"Anderson County, KY",12,11562.0,10761.0,801.0,6.9,21.0,5.0
7442,CN2100700000000,21.0,7.0,"Ballard County, KY",12,3890.0,3533.0,357.0,9.2,21.0,7.0
7443,CN2100900000000,21.0,9.0,"Barren County, KY",12,19873.0,18303.0,1570.0,7.9,21.0,9.0
7444,CN2101100000000,21.0,11.0,"Bath County, KY",12,4901.0,4389.0,512.0,10.4,21.0,11.0
7445,CN2101300000000,21.0,13.0,"Bell County, KY",12,10292.0,9058.0,1234.0,12.0,21.0,13.0
7446,CN2101500000000,21.0,15.0,"Boone County, KY",12,65527.0,61022.0,4505.0,6.9,21.0,15.0
7447,CN2101700000000,21.0,17.0,"Bourbon County, KY",12,9865.0,9146.0,719.0,7.3,21.0,17.0
7448,CN2101900000000,21.0,19.0,"Boyd County, KY",12,20127.0,18240.0,1887.0,9.4,21.0,19.0
7449,CN2102100000000,21.0,21.0,"Boyle County, KY",12,13103.0,11919.0,1184.0,9.0,21.0,21.0
7450,CN2102300000000,21.0,23.0,"Bracken County, KY",12,3959.0,3583.0,376.0,9.5,21.0,23.0
7451,CN2102500000000,21.0,25.0,"Breathitt County, KY",12,4549.0,3888.0,661.0,14.5,21.0,25.0
7452,CN2102700000000,21.0,27.0,"Breckinridge County, KY",12,8299.0,7494.0,805.0,9.7,21.0,27.0
7453,CN2102900000000,21.0,29.0,"Bullitt County, KY",12,39346.0,36158.0,3188.0,8.1,21.0,29.0
7454,CN2103100000000,21.0,31.0,"Butler County, KY",12,5423.0,4933.0,490.0,9.0,21.0,31.0
7455,CN2103300000000,21.0,33.0,"Caldwell County, KY",12,5691.0,5214.0,477.0,8.4,21.0,33.0
7456,CN2103500000000,21.0,35.0,"Calloway County, KY",12,18341.0,17040.0,1301.0,7.1,21.0,35.0
7457,CN2103700000000,21.0,37.0,"Campbell County, KY",12,48909.0,45510.0,3399.0,6.9,21.0,37.0
7458,CN2103900000000,21.0,39.0,"Carlisle County, KY",12,2346.0,2158.0,188.0,8.0,21.0,39.0
7459,CN2104100000000,21.0,41.0,"Carroll County, KY",12,5075.0,4554.0,521.0,10.3,21.0,41.0
7460,CN2104300000000,21.0,43.0,"Carter County, KY",12,11517.0,10072.0,1445.0,12.5,21.0,43.0
7461,CN2104500000000,21.0,45.0,"Casey County, KY",12,6875.0,6297.0,578.0,8.4,21.0,45.0
7462,CN2104700000000,21.0,47.0,"Christian County, KY",12,26796.0,24287.0,2509.0,9.4,21.0,47.0
7463,CN2104900000000,21.0,49.0,"Clark County, KY",12,17452.0,16024.0,1428.0,8.2,21.0,49.0
7464,CN2105100000000,21.0,51.0,"Clay County, KY",12,5970.0,5131.0,839.0,14.1,21.0,51.0
7465,CN2105300000000,21.0,53.0,"Clinton County, KY",12,4261.0,3794.0,467.0,11.0,21.0,53.0
7466,CN2105500000000,21.0,55.0,"Crittenden County, KY",12,4167.0,3845.0,322.0,7.7,21.0,55.0
7467,CN2105700000000,21.0,57.0,"Cumberland County, KY",12,3125.0,2787.0,338.0,10.8,21.0,57.0
7468,CN2105900000000,21.0,59.0,"Daviess County, KY",12,48351.0,44953.0,3398.0,7.0,21.0,59.0
7469,CN2106100000000,21.0,61.0,"Edmonson County, KY",12,5044.0,4539.0,505.0,10.0,21.0,61.0
7470,CN2106300000000,21.0,63.0,"Elliott County, KY",12,2310.0,1976.0,334.0,14.5,21.0,63.0
7471,CN2106500000000,21.0,65.0,"Estill County, KY",12,5630.0,5065.0,565.0,10.0,21.0,65.0
7472,CN2106700000000,21.0,67.0,"Fayette County, KY",12,166586.0,156831.0,9755.0,5.9,21.0,67.0
7473,CN2106900000000,21.0,69.0,"Fleming County, KY",12,6491.0,5901.0,590.0,9.1,21.0,69.0
7474,CN2107100000000,21.0,71.0,"Floyd County, KY",12,13766.0,12162.0,1604.0,11.7,21.0,71.0
7475,CN2107300000000,21.0,73.0,"Franklin County, KY",12,24604.0,22951.0,1653.0,6.7,21.0,73.0
7476,CN2107500000000,21.0,75.0,"Fulton County, KY",12,2487.0,2205.0,282.0,11.3,21.0,75.0
7477,CN2107700000000,21.0,77.0,"Gallatin County, KY",12,3953.0,3582.0,371.0,9.4,21.0,77.0
7478,CN2107900000000,21.0,79.0,"Garrard County, KY",12,7768.0,7109.0,659.0,8.5,21.0,79.0
7479,CN2108100000000,21.0,81.0,"Grant County, KY",12,11526.0,10479.0,1047.0,9.1,21.0,81.0
7480,CN2108300000000,21.0,83.0,"Graves County, KY",12,16700.0,15317.0,1383.0,8.3,21.0,83.0
7481,CN2108500000000,21.0,85.0,"Grayson County, KY",12,11336.0,10166.0,1170.0,10.3,21.0,85.0
7482,CN2108700000000,21.0,87.0,"Green County, KY",12,5464.0,5008.0,456.0,8.3,21.0,87.0
7483,CN2108900000000,21.0,89.0,"Greenup County, KY",12,15073.0,13574.0,1499.0,9.9,21.0,89.0
7484,CN2109100000000,21.0,91.0,"Hancock County, KY",12,4159.0,3859.0,300.0,7.2,21.0,91.0
7485,CN2109300000000,21.0,93.0,"Hardin County, KY",12,47674.0,43753.0,3921.0,8.2,21.0,93.0
7486,CN2109500000000,21.0,95.0,"Harlan County, KY",12,9948.0,8540.0,1408.0,14.2,21.0,95.0
7487,CN2109700000000,21.0,97.0,"Harrison County, KY",12,8918.0,8212.0,706.0,7.9,21.0,97.0
7488,CN2109900000000,21.0,99.0,"Hart County, KY",12,8155.0,7476.0,679.0,8.3,21.0,99.0
7489,CN2110100000000,21.0,101.0,"Henderson County, KY",12,22680.0,20965.0,1715.0,7.6,21.0,101.0
7490,CN2110300000000,21.0,103.0,"Henry County, KY",12,7716.0,7150.0,566.0,7.3,21.0,103.0
7491,CN2110500000000,21.0,105.0,"Hickman County, KY",12,2170.0,1993.0,177.0,8.2,21.0,105.0
7492,CN2110700000000,21.0,107.0,"Hopkins County, KY",12,21624.0,19949.0,1675.0,7.7,21.0,107.0
7493,CN2110900000000,21.0,109.0,"Jackson County, KY",12,5188.0,4575.0,613.0,11.8,21.0,109.0
7494,CN2111100000000,21.0,111.0,"Jefferson County, KY",12,383384.0,352808.0,30576.0,8.0,21.0,111.0
7495,CN2111300000000,21.0,113.0,"Jessamine County, KY",12,24861.0,23189.0,1672.0,6.7,21.0,113.0
7496,CN2111500000000,21.0,115.0,"Johnson County, KY",12,8615.0,7736.0,879.0,10.2,21.0,115.0
7497,CN2111700000000,21.0,117.0,"Kenton County, KY",12,84551.0,78275.0,6276.0,7.4,21.0,117.0
7498,CN2111900000000,21.0,119.0,"Knott County, KY",12,5841.0,5032.0,809.0,13.9,21.0,119.0
7499,CN2112100000000,21.0,121.0,"Knox County, KY",12,10577.0,9215.0,1362.0,12.9,21.0,121.0
7500,CN2112300000000,21.0,123.0,"Larue County, KY",12,5962.0,5448.0,514.0,8.6,21.0,123.0
7501,CN2112500000000,21.0,125.0,"Laurel County, KY",12,24951.0,22397.0,2554.0,10.2,21.0,125.0
7502,CN2112700000000,21.0,127.0,"Lawrence County, KY",12,5648.0,5047.0,601.0,10.6,21.0,127.0
7503,CN2112900000000,21.0,129.0,"Lee County, KY",12,2437.0,2127.0,310.0,12.7,21.0,129.0
7504,CN2113100000000,21.0,131.0,"Leslie County, KY",12,3602.0,3086.0,516.0,14.3,21.0,131.0
7505,CN2113300000000,21.0,133.0,"Letcher County, KY",12,8600.0,7436.0,1164.0,13.5,21.0,133.0
7506,CN2113500000000,21.0,135.0,"Lewis County, KY",12,5394.0,4763.0,631.0,11.7,21.0,135.0
7507,CN2113700000000,21.0,137.0,"Lincoln County, KY",12,10122.0,9076.0,1046.0,10.3,21.0,137.0
7508,CN2113900000000,21.0,139.0,"Livingston County, KY",12,3982.0,3594.0,388.0,9.7,21.0,139.0
7509,CN2114100000000,21.0,141.0,"Logan County, KY",12,12217.0,11289.0,928.0,7.6,21.0,141.0
7510,CN2114300000000,21.0,143.0,"Lyon County, KY",12,3109.0,2822.0,287.0,9.2,21.0,143.0
7511,CN2114500000000,21.0,145.0,"McCracken County, KY",12,30975.0,28496.0,2479.0,8.0,21.0,145.0
7512,CN2114700000000,21.0,147.0,"McCreary County, KY",12,5488.0,4761.0,727.0,13.2,21.0,147.0
7513,CN2114900000000,21.0,149.0,"McLean County, KY",12,4570.0,4219.0,351.0,7.7,21.0,149.0
7514,CN2115100000000,21.0,151.0,"Madison County, KY",12,44716.0,41684.0,3032.0,6.8,21.0,151.0
7515,CN2115300000000,21.0,153.0,"Magoffin County, KY",12,4046.0,3348.0,698.0,17.3,21.0,153.0
7516,CN2115500000000,21.0,155.0,"Marion County, KY",12,9194.0,8377.0,817.0,8.9,21.0,155.0
7517,CN2115700000000,21.0,157.0,"Marshall County, KY",12,15400.0,14147.0,1253.0,8.1,21.0,157.0
7518,CN2115900000000,21.0,159.0,"Martin County, KY",12,3776.0,3430.0,346.0,9.2,21.0,159.0
7519,CN2116100000000,21.0,161.0,"Mason County, KY",12,7638.0,6912.0,726.0,9.5,21.0,161.0
7520,CN2116300000000,21.0,163.0,"Meade County, KY",12,12658.0,11416.0,1242.0,9.8,21.0,163.0
7521,CN2116500000000,21.0,165.0,"Menifee County, KY",12,2552.0,2253.0,299.0,11.7,21.0,165.0
7522,CN2116700000000,21.0,167.0,"Mercer County, KY",12,10266.0,9416.0,850.0,8.3,21.0,167.0
7523,CN2116900000000,21.0,169.0,"Metcalfe County, KY",12,4435.0,4081.0,354.0,8.0,21.0,169.0
7524,CN2117100000000,21.0,171.0,"Monroe County, KY",12,4810.0,4461.0,349.0,7.3,21.0,171.0
7525,CN2117300000000,21.0,173.0,"Montgomery County, KY",12,12351.0,11255.0,1096.0,8.9,21.0,173.0
7526,CN2117500000000,21.0,175.0,"Morgan County, KY",12,5233.0,4674.0,559.0,10.7,21.0,175.0
7527,CN2117700000000,21.0,177.0,"Muhlenberg County, KY",12,12441.0,11216.0,1225.0,9.8,21.0,177.0
7528,CN2117900000000,21.0,179.0,"Nelson County, KY",12,21942.0,20118.0,1824.0,8.3,21.0,179.0
7529,CN2118100000000,21.0,181.0,"Nicholas County, KY",12,3542.0,3249.0,293.0,8.3,21.0,181.0
7530,CN2118300000000,21.0,183.0,"Ohio County, KY",12,10405.0,9497.0,908.0,8.7,21.0,183.0
7531,CN2118500000000,21.0,185.0,"Oldham County, KY",12,29850.0,28091.0,1759.0,5.9,21.0,185.0
7532,CN2118700000000,21.0,187.0,"Owen County, KY",12,5760.0,5382.0,378.0,6.6,21.0,187.0
7533,CN2118900000000,21.0,189.0,"Owsley County, KY",12,1330.0,1159.0,171.0,12.9,21.0,189.0
7534,CN2119100000000,21.0,191.0,"Pendleton County, KY",12,7078.0,6450.0,628.0,8.9,21.0,191.0
7535,CN2119300000000,21.0,193.0,"Perry County, KY",12,10979.0,9596.0,1383.0,12.6,21.0,193.0
7536,CN2119500000000,21.0,195.0,"Pike County, KY",12,24247.0,21888.0,2359.0,9.7,21.0,195.0
7537,CN2119700000000,21.0,197.0,"Powell County, KY",12,5080.0,4523.0,557.0,11.0,21.0,197.0
7538,CN2119900000000,21.0,199.0,"Pulaski County, KY",12,27365.0,24765.0,2600.0,9.5,21.0,199.0
7539,CN2120100000000,21.0,201.0,"Robertson County, KY",12,852.0,763.0,89.0,10.4,21.0,201.0
7540,CN2120300000000,21.0,203.0,"Rockcastle County, KY",12,7206.0,6467.0,739.0,10.3,21.0,203.0
7541,CN2120500000000,21.0,205.0,"Rowan County, KY",12,11213.0,10274.0,939.0,8.4,21.0,205.0
7542,CN2120700000000,21.0,207.0,"Russell County, KY",12,7239.0,6488.0,751.0,10.4,21.0,207.0
7543,CN2120900000000,21.0,209.0,"Scott County, KY",12,25861.0,24163.0,1698.0,6.6,21.0,209.0
7544,CN2121100000000,21.0,211.0,"Shelby County, KY",12,22320.0,20921.0,1399.0,6.3,21.0,211.0
7545,CN2121300000000,21.0,213.0,"Simpson County, KY",12,8983.0,8213.0,770.0,8.6,21.0,213.0
7546,CN2121500000000,21.0,215.0,"Spencer County, KY",12,9282.0,8626.0,656.0,7.1,21.0,215.0
7547,CN2121700000000,21.0,217.0,"Taylor County, KY",12,11711.0,10582.0,1129.0,9.6,21.0,217.0
7548,CN2121900000000,21.0,219.0,"Todd County, KY",12,5685.0,5251.0,434.0,7.6,21.0,219.0
7549,CN2122100000000,21.0,221.0,"Trigg County, KY",12,6046.0,5478.0,568.0,9.4,21.0,221.0
7550,CN2122300000000,21.0,223.0,"Trimble County, KY",12,3997.0,3634.0,363.0,9.1,21.0,223.0
7551,CN2122500000000,21.0,225.0,"Union County, KY",12,7037.0,6486.0,551.0,7.8,21.0,225.0
7552,CN2122700000000,21.0,227.0,"Warren County, KY",12,60076.0,55884.0,4192.0,7.0,21.0,227.0
7553,CN2122900000000,21.0,229.0,"Washington County, KY",12,6223.0,5755.0,468.0,7.5,21.0,229.0
7554,CN2123100000000,21.0,231.0,"Wayne County, KY",12,7751.0,6741.0,1010.0,13.0,21.0,231.0
7555,CN2123300000000,21.0,233.0,"Webster County, KY",12,6265.0,5818.0,447.0,7.1,21.0,233.0
7556,CN2123500000000,21.0,235.0,"Whitley County, KY",12,13908.0,12420.0,1488.0,10.7,21.0,235.0
7557,CN2123700000000,21.0,237.0,"Wolfe County, KY",12,2107.0,1806.0,301.0,14.3,21.0,237.0
7558,CN2123900000000,21.0,239.0,"Woodford County, KY",12,14152.0,13391.0,761.0,5.4,21.0,239.0
